白素貞：哎呀！斷橋啊！從前和許郎在雨中見面，也曾經經過這座橋，直到現在這座橋都沒有斷掉，可是我卻是柔腸寸斷了！     \n,白素貞：哎呀！斷橋啊！從前和許郎在雨中見面，也曾經經過這座橋，直到現在這座橋都沒有斷掉，可是我卻是柔腸寸斷了！     \n小 青：這種負心的人，小青很早就勸告姐姐要拋棄他，姐姐不接受。現在卻害姐姐在懷孕的時候，生活困難，沒有安身的地方，我如果再見到許仙，一定不會饒他！ \n白素貞：姐姐也是非常埋怨痛恨許郎沒有情意，但是仔細地想一想，這件事也是要怪法海挑撥離間，所以才會這樣。 \n小 青：雖然法海不好，也是許仙不應該忘記從前的情誼，相信他的挑撥。 \n白素貞：許郎懷疑害怕我，也是一般的情理，還是那個法海不好。 \n小 青：到了今天，你還是這樣偏袒他，你受的苦還不夠多嗎，姐姐？ \n許 仙：呀！老婆！ \n白素貞：老公！ \n小 青：許仙！你來得剛好！ \n白素貞：青兒！青兒！ \n小 青：往哪裡跑！ \n白素貞：青兒不可以！青兒不可以！ \n許 仙：老婆救命，老婆救命哪！ \n白素貞：幹什麼，你、你、你、你今天也要讓我救你嗎？你、你、你。 \n許 仙：老婆！\n小　青：許仙，既然法海不允許你跟小姐見面，從鎮江到這裡，路途非常遠，你今天是怎麼來的？ \n許　仙：只因…… \n小　青：是不是法海派你來追趕我們姐妹？這樣負心的人，讓我殺了他！ \n許　仙：哪有這種事啊！老婆聽我說！老婆聽我說！ \n白素貞：暫且聽他說些什麼。 \n
小　青：姑爺到外面摘花。說要給小姐打扮打扮。 \n,小　青：姑爺到外面摘花。說要給小姐打扮打扮。 \n許　氏：舅媽，今天是滿月，怎麼不打扮打扮呢？這是我昨晚做的幾件衣服，還有一把金鎖，一個圍巾，一雙襪子，就算是我當姑媽送的小禮物吧。 \n小　青：真是太好了，我們小姐也有幫他做了好幾件衣服，夠穿到周歲的時候啦。我們把小孩也打扮打扮吧。 \n許　氏：好，那我進屋裡。 \n許　仙：老婆起床了嗎？趕快梳洗打扮，親友們快要到了。 \n白素貞：我來了！ \n許　仙：等一下，我扶你。 　\n法　海：許仙！你和白素貞的孽緣已經結束了，用這個缽把她收服了，然後隨我一起去金山。 \n許　仙：啊！你、你、你又來了。 \n白素貞：臭和尚！ \n法　海：護法神在哪？ \n白素貞：青兒！青兒！ \n法　海：你那青兒已經被我打敗，逃走了。 \n白素貞：不好了！ \n小　青：姐姐！姐姐！ \n白素貞：妹妹快走，幫我們夫妻報仇！ \n法　海：護法神，殺！ \n小　青：臭和尚！姐姐！ \n白素貞：哎呀！老公啊！老公啊！ \n許　仙：老和尚呀！我的老婆沒有犯錯，你為什麼要下毒手呢？我老婆死了，先不提夫妻恩愛，拋下這個剛剛滿月的嬰兒，誰要撫養？我在這就跪下，希望師父寬恕。 \n
小　青：姊姊，既叫「斷橋」，怎麼橋又沒有斷呢？\n,小　青：姊姊，既叫「斷橋」，怎麼橋又沒有斷呢？\n（白素貞正要回答，突然間天氣改變，天色暗了下來 。）\n小　青：姊姊，你看，那裡有一位少年男子挾著雨傘走來了，好俊秀的人品哪！\n白素貞：在哪裡？哇！真的好俊俏啊！\n小　青：下雨了，我們快走吧，姊姊。\n白素貞：走吧！但為何我的心臟撲通撲通地跳？\n（許仙在風雨中撐傘走過來。）\n許　仙：才剛掃完墓，正要回家突然颳起風雨，正趕時間呢，該如何是好？\n小　青：姊姊，雨下得很大，就在柳下躲避一陣子吧。\n白素貞：也好。\n許　仙：柳樹下怎麼能避雨呢？二位娘子要往哪裡去？\n小　青：我們二人在湖中遊逛，沒想到中途遇到大雨。我們準備要回錢塘門去，請問君子您要去哪兒呢？\n許　仙：我要到清波門去。雨這麼大，柳樹下怎能避得了雨？我這把雨傘就借給你們吧。\n白素貞：那你怎麼辦呢？\n許　仙：我嗎？我不要緊的。\n白素貞：這怎麼可以？\n許　仙：雨越下越大，兩位娘子不要推辭，我去叫船。\n白素貞：好吧，謝謝您！\n許　仙：這沒什麼。\n（船夫划船靠近。） \n
許　仙：這沒什麼。\n,許　仙：這沒什麼。\n（船夫划船靠近。） \n許　仙：喂，船家！ \n船　夫：客人要搭船嗎？\n許　仙：正是。\n船　夫：你們要去哪兒啊？\n許　仙：先送二位娘子到錢塘門，再送我到清波門，多給你船錢就是了。\n船　夫：好的，你們快上船吧。\n許　仙：請搭扶手慢慢走。\n船　夫：船板很滑，二位娘子請小心。\n白素貞：青兒扶著我，別擔心。\n（小青扶白素貞一同上船，接著許仙上船。） \n許　仙：開船吧！ \n船　夫：今天湖裡風大，客人靠攏點兒吧。\n小　青：是啊，雨實在很大，我們共用一把傘吧。\n許　仙：不要緊的。\n白素貞：這怎麼可以呢？\n（船夫邊唱歌邊划船。） \n許　仙：太好了，雨終於停了！ \n小　青：小姐，您看雨過天晴，西湖又是一番風景啊！\n
法　海：許先生！我喜歡你的善良，才特地離開金山，親自來這裡告訴你，想要幫助你，你如果不相信我，之後一定會被她害死的。\n,法　海：許先生！我喜歡你的善良，才特地離開金山，親自來這裡告訴你，想要幫助你，你如果不相信我，之後一定會被她害死的。\n許　仙：她如果要害我，?什麼又要對我那麼好呢？\n法　海：這是為了要誘惑你，讓你卸下心防，等到時機成熟，再把你吃到腹內啊。\n許　仙：可是她現在為了醫治病人廢寢忘食，自己都沒有好好休息，難道這也是為了要欺騙誘惑我嗎？\n法　海：這……你千萬不要執迷不悟，她其實是峨眉山千年的蛇精。時候到了一定會害死你，要是那時候才知後悔，那就要等到重新投胎才能當人了。\n許　仙：老師父！白素貞?人溫柔善良，老師父說這種話真的大錯特錯。\n法　海：許先生！我看你已經被誘惑得太深，怎麼講都聽不進去，這樣吧！等到端午節，你勸她多喝幾杯雄黃酒，等到她現出原形，就知道我說的是真的。真是的，好聲勸你你不願意清醒，非要等到端午節喝酒後，你自己親眼看了才相信。好吧，我走了，再見。\n法海離開。\n許　仙：好吧，老師父慢走。這到底是什麼情形？\n小　青：姑爺，小姐在叫你呢！\n許　仙：哦……這……這到底是什麼情形！\n許仙離開。\n小青走進閨房，對著白素貞說：\n姐姐，今天已經是端午節了，端午對我們蛇類來說是很危險的日子，我們最好找個理由避避鋒頭。\n白素貞：話雖如此，但我平常與許仙形影不離，現在要是突然不見，豈不更加可疑？看來我只好托病在床，至於妳，等會兒想個理由出門，到附近山中躲避一陣子再回來。\n小青：可是姐姐妳獨自在家真的安全嗎？不行，我不放心姐姐啊！\n遠遠傳來許仙的腳步聲， 許仙拿著一壼酒，推門進來：\n許仙：娘子起來了嗎？娘子！ \n白素貞：我起來了。 你吃過飯了嗎？　　　　\n許仙：在外面吃過了，剛才茶館一夥朋友共賀端午佳節，吃飯喝酒，十分暢快。平常我們夫妻倆，無論是在家出門，總是形影不離，今天端午佳節，偏偏妳身體不適，我只好一人赴約，那些朋友們聽說妳病了，都很關心，一直問侯妳，而且派我拿酒回來家裡，代替他們好好敬妳幾杯雄黃酒。來來來，我先乾了。\n
小　青：小姐！ \n,小　青：小姐！ \n白素貞：知道了。 \n小青無奈又擔心地離開了。\n許　仙：娘子，今日是一年一度的端午佳節，就看在我的面子上，把這杯雄黃酒乾了吧。 \n白素貞：我今日身體真的很不舒服，你就饒了我吧！ \n許　仙：妳的酒量明明這麼好還不跟我喝，朋友們知道一定會取笑我的。快，乾了吧。 \n白素貞：這……我今天身體實在不舒服，真的不能飲酒。 \n許　仙：原來如此啊，好吧，就依妳了，哈哈。\n許仙露出冷笑。 \n白素貞：你笑什麼？ \n許　仙：我想起一樁笑話來了。 \n白素貞：什?笑話？ \n許　仙：咳，不說也罷。 \n白素貞：夫妻間有什?說不得的？你就說啊。 \n許　仙：前幾天我去金山寺進香，遇到高僧對我說，妳是，是…… \n白素貞：是什?？ \n許　仙：他說，娘子妳是千年蛇妖幻化而成的，只要讓妳飲下雄黃酒，馬上就會現出原形。 \n白素貞：竟然有人這樣胡說八道！如此說來，你剛才一直勸酒，就是相信了那胡言，所以來試探我？ \n許　仙：哪有此事！正因?不相信那些胡說八道，我才會把這件事告訴妳啊。好了，別說笑話了，既然妳今日身體不適，那就喝少點，一杯就好，行嗎？乾了吧。 \n白素貞：要我乾了？等下我要是現出原形，那你還得了！ \n
許　仙：我妻已有七月身孕，今天又身體不適，我硬把她灌得大醉狂吐，想想真是不應該。對了，不如我現在去藥房調製一杯醒酒湯給她喝！\n,許　仙：我妻已有七月身孕，今天又身體不適，我硬把她灌得大醉狂吐，想想真是不應該。對了，不如我現在去藥房調製一杯醒酒湯給她喝！\n許仙離開一會兒後端著醒酒湯回來，放在桌子上，轉身掀開紅紗帳，眼光發直，驚叫後退，倒地不起。\n聽到叫聲，小青從屋外急急趕來，彎腰檢視許仙，發現已無鼻息，驚慌失措地拉開紅紗帳，把白素貞搖醒。\n小　青：姐姐！姐姐快醒來！ \n白素貞：唔…… \n小　青：姐姐快醒！事情不好了！官人這下被妳給嚇死了！ 　\n白素貞驚醒，檢視許仙屍身，痛哭失聲。\n白素貞：許仙因我而死，我一定要救活他！我想到法子了，拜託妳好好看守保護住許仙屍身，我要去仙山盜取靈芝仙草，回來救我的夫君還魂。 \n小　青：等等，這太危險了！靈芝仙草是有鶴童和鹿童看守的，他們法力高強，妳不一定打得過他們啊！ \n白素貞：我此行非取得靈芝仙草不可！別說是鶴童鹿童，就算要上刀山下火海，我也顧不得了！ 如果我失敗了回不來，妳就把許仙遺體葬在荒郊，墳前種上同心草，這樣我就算死在外邊，也會化作杜鵑鳥飛到許仙墳前相伴的。\n鶴童、鹿童一起出現。\n鶴童、鹿童：你看仙山的風光多美麗，日出時彩雲滿天，鶯啼鳥囀多麼好聽，而在綠色的池畔，長滿了芬芳的藥草，那邊的紫色岩石下，更有著神奇的靈芝生長。\n鶴　童：我們是聽奉仙翁的指令，來此守護這座山林。我擔心會有妖魔鬼怪前來破壞，不如現在我們先去巡邏一遍吧!\n鹿童：去吧。\n鶴童、鹿童：我們的寶劍閃著寒光，只為了守護清淨的壇場，不讓妖魔鬼怪擅自闖入。\n白素貞穿好衣服、配戴著刀劍來到仙山上。\n白素貞：我必須要做這件事情，我沒有選擇，真後悔當初沒有聽青兒的話，端午節的時候太不小心，喝了太多酒。現在只好先請青兒幫忙照顧許仙，我如果沒有採到靈芝，絕對不回去，現在只好鼓起勇氣來到這座仙山。\n白素貞：呀！山門的神將看起來好威嚴！只好從後面的山坡進去看看了。\n鹿童追上，舉起劍阻擋白素貞。\n鹿童：大膽妖魔，來這座山做什麼。\n
鹿童：我勸妳不要花言巧語狡辯，準備死在我的寶劍之下吧。\n,鹿童：我勸妳不要花言巧語狡辯，準備死在我的寶劍之下吧。\n白素貞：如果能拿到起死回生的藥草，要我死再多次我也沒關係。\n鹿童：我勸你還是快點離開吧。\n鹿童舉起寶劍刺向白素貞，白素貞用手擋住劍。\n白素貞：既然你執意要動手，那就請你原諒我的無禮吧。\n白素貞和鹿童打了起來。鶴童接著攻擊白素貞。\n鶴　童：妖女去死吧！\n這時，南極仙翁帶著二個仙童衝上去。\n南極仙翁：鶴童住手！啊，白素貞妳真大膽，敢來仙山偷採草藥！\n白素貞：哎呀仙翁啊！我死了就算了，可是我苦命的許仙，就沒辦法起死回生了！\n南極仙翁：白素貞，看在妳這麼癡情的份上，又懷有身孕，這次先放過妳，把靈芝帶回家，可以救活妳的丈夫。下山去吧！\n白素貞：謝謝仙翁！我終於拿到了靈芝，想起這驚險的過程眼淚還流個不停，本來差點連命都沒有了。還是跟仙翁道別後趕緊回家吧，一定要把我的丈夫救活啊。\n白素貞離開仙山。\n鹿　童：喂。\n南極仙翁：誰都不要阻攔她！所有人都不准。\n二仙童：是。\n南極仙翁：大家都回去吧！\n小　青：姐姐。\n白素貞：你回來了，你姐夫他來了嗎？\n小　青：哼！姐夫見了小青，就忙著算帳，把算盤拉得直響。我仔細一看，原來是好幾個月前的一本舊賬。\n
小沙彌：「你要出去做什麼啊！」\n,小沙彌：「你要出去做什麼啊！」\n許仙：「我出去要幫助我的妻子！」 \n小沙彌：「你別給惹麻煩了!老師傅法力無邊，你妻子應該戰敗逃走了！」\n這時，許仙彷彿聽到白素貞的呼喚。\n白素貞：「許仙，你在哪裡? 」\n許仙：「哎呀!娘子，我在這裡！小師父啊!您怎麼忍心讓我的妻子苦苦呼喚我?」 \n小沙彌：「你先別急，我聽到打鬥的聲音越來越遠，一定是你的妻子戰敗逃走了！」\n許仙：「那我要趕快去找她，拜託您放我出去，我給您跪下了！」 \n小沙彌：「好吧，好吧，你別著急，趁師父還沒回來，我放你逃下山去。」\n許仙：「謝謝小師父！」\n小沙彌：「許官人你跟著我，你往那邊走!趕快!你快走！」\n小沙彌：「哎呀，我放了許仙，師父知道了，一定會打我的!我也趕快逃走吧!」\n小沙彌引導許仙離開。\n於是，許仙從金山寺溜走。\n白素貞：啊！狠心的丈夫！ \n小 青：姊姊怎麼樣了？ \n白素貞：肚子痛，連走路都有困難，怎麼辦？ \n小 青：應該是快要生小孩了，先暫時到前面的那座橋旁邊，稍微休息一下，再來想想辦法吧。 \n白素貞：事情到了今日的地步，只好這樣了。 \n白素貞：妹妹，這不是斷橋嗎？ \n
白素貞：走吧！但為何我的心臟撲通撲通地跳？\n,白素貞：走吧！但為何我的心臟撲通撲通地跳？\n（許仙在風雨中撐傘走過來。）\n許　仙：才剛掃完墓，正要回家突然颳起風雨，正趕時間呢，該如何是好？\n小　青：姊姊，雨下得很大，就在柳下躲避一陣子吧。\n白素貞：也好。\n許　仙：柳樹下怎麼能避雨呢？二位娘子要往哪裡去？\n小　青：我們二人在湖中遊逛，沒想到中途遇到大雨。我們準備要回錢塘門去，請問君子您要去哪兒呢？\n許　仙：我要到清波門去。雨這麼大，柳樹下怎能避得了雨？我這把雨傘就借給你們吧。\n白素貞：那你怎麼辦呢？\n許　仙：我嗎？我不要緊的。\n白素貞：這怎麼可以？\n許　仙：雨越下越大，兩位娘子不要推辭，我去叫船。\n白素貞：好吧，謝謝您！\n許　仙：這沒什麼。\n（船夫划船靠近。） \n許　仙：喂，船家！ \n船　夫：客人要搭船嗎？\n許　仙：正是。\n船　夫：你們要去哪兒啊？\n許　仙：先送二位娘子到錢塘門，再送我到清波門，多給你船錢就是了。\n
小　青：姊姊，雨下得很大，就在柳下躲避一陣子吧。\n,小　青：姊姊，雨下得很大，就在柳下躲避一陣子吧。\n白素貞：也好。\n許　仙：柳樹下怎麼能避雨呢？二位娘子要往哪裡去？\n小　青：我們二人在湖中遊逛，沒想到中途遇到大雨。我們準備要回錢塘門去，請問君子您要去哪兒呢？\n許　仙：我要到清波門去。雨這麼大，柳樹下怎能避得了雨？我這把雨傘就借給你們吧。\n白素貞：那你怎麼辦呢？\n許　仙：我嗎？我不要緊的。\n白素貞：這怎麼可以？\n許　仙：雨越下越大，兩位娘子不要推辭，我去叫船。\n白素貞：好吧，謝謝您！\n許　仙：這沒什麼。\n（船夫划船靠近。） \n許　仙：喂，船家！ \n船　夫：客人要搭船嗎？\n許　仙：正是。\n船　夫：你們要去哪兒啊？\n許　仙：先送二位娘子到錢塘門，再送我到清波門，多給你船錢就是了。\n船　夫：好的，你們快上船吧。\n許　仙：請搭扶手慢慢走。\n船　夫：船板很滑，二位娘子請小心。\n
許　仙：娘子快來呀！我先陪妳到房間，把床和被子整理妥當，讓妳好好休息。\n,許　仙：娘子快來呀！我先陪妳到房間，把床和被子整理妥當，讓妳好好休息。\n許仙笑著先走進房間。\n白素貞：這種感覺好幸福，許仙對我百般恩愛，我們一起快樂的生活，生病虛弱的時候互相照顧，寂寞無聊的時候陪伴彼此，原來人間的生活這麼的美好，我來江南這一趟真是值得了。\n許仙走過來，說：妳怎?不過來休息呀？\n白素貞：來了。\n法海拄著拐杖進來。\n法　海：憑著一艘小船渡過長江，就是為了來這間店裡抓妖。請問店裡有人嗎？\n許仙走出來迎接。\n許　仙：啊！師父請進。\n法　海：你就是許官人嗎？\n許　仙：正是。請問老師父是？\n法　海：我是法海。\n許　仙：原來是法海老禪師，您是來要我捐一些供品嗎？我之前已經捐過一束檀香了。\n法　海：感謝施主。不過我今天不是為了這個來的。\n許　仙：那您應該是來看病的？可是我太太累了，已經休息了。\n法　海：千萬不要吵醒她，我今天是來看你的病啊。\n許　仙：我沒有病啊？\n法　海：看你整個臉黑成這樣，一定是被妖魔鬼怪纏上了，怎麼可能沒有病？\n許　仙：妖魔鬼怪在哪裡？\n法　海：就在你身邊。\n
許仙自己先喝乾一杯酒。 \n,許仙自己先喝乾一杯酒。 \n白素貞：我今天很不舒服，不想飲酒，你就代我謝謝他們吧。 \n許　仙：娘子平常酒量就好，今日又是端午佳節，你我夫妻二人，怎能不大醉一場呢？ \n小　青：今日怎能比得往日！姑爺就別勸小姐喝了吧！ \n許　仙：小姐今日為何就不能喝酒呢？有什麼特別的理由？ \n小　青：小姐身體不舒服啊，再說，她肚子裡還有小少爺呢。 \n許　仙：說得也是。只是胎兒出生的日子還早，喝幾杯淡酒，應該不會對胎兒有什麼影響。對啊，青兒妳也辛苦了，妳也喝一杯吧！ \n小　青：謝謝姑爺，您知道我從不喝酒的。 \n許　仙：既然如此，妳就下去歇息去吧。 \n小　青：不行，我要服侍小姐。 \n許　仙：小姐有我服侍，你下去吧。 \n白素貞：青兒，妳就放心下去吧。 \n小　青：小姐！ \n白素貞：知道了。 \n小青無奈又擔心地離開了。\n許　仙：娘子，今日是一年一度的端午佳節，就看在我的面子上，把這杯雄黃酒乾了吧。 \n白素貞：我今日身體真的很不舒服，你就饒了我吧！ \n許　仙：妳的酒量明明這麼好還不跟我喝，朋友們知道一定會取笑我的。快，乾了吧。 \n白素貞：這……我今天身體實在不舒服，真的不能飲酒。 \n許　仙：原來如此啊，好吧，就依妳了，哈哈。\n
許　仙：這……是我一時糊塗，還聽信了外人的話。真正豈有此理。娘子請坐。小青，拿大杯來，我要和娘子好好喝幾杯酒，為這半個月來冷落她賠罪。\n,許　仙：這……是我一時糊塗，還聽信了外人的話。真正豈有此理。娘子請坐。小青，拿大杯來，我要和娘子好好喝幾杯酒，為這半個月來冷落她賠罪。\n白素貞：相公的病剛剛好，還是喝少一些酒。\n許　仙：不要緊，我今天明白了，這病就好了。\n白素貞：端陽那天，為妻身體不太舒服，不能多陪你飲酒，今晚也正要與相公補賀佳節。只是你我夫妻都是病剛好，還是用小杯吧？\n許　仙：就依娘子你的意思吧。\n白素貞：青兒，將杯盤移到內室。我來替相公倒酒。\n許　仙：多謝娘子。\n白素貞：相公哪！\n許　仙：從今後雲破月兒明。\n白素貞：相公哇！別再輕信謠言啊！\n法　海：拄著竹杖來到江亭上，等候錢塘江上的迷路羔羊。\n許　仙：那一日爐中焚著寶香，我倆夫妻舉酒慶賀端陽。妻子醉臥床上，我為她端來醒酒湯。用手撥開紅羅帳，嚇得我丟了三魂七魄，直接昏死！先前他說我的妻子是魔障，可原來是蒼龍降臨的吉兆。我心中鬱悶啊，來到江亭上，呀，好壯闊的長江！長江的壯闊勝過錢塘江。\n法　海：施主想要欣賞長江壯闊，不如到金山一遊？\n許　仙：哎呀，師父，是您啊，好些日子不見了。\n法　海：我老了，前些日子，忽然生重病，差點見不到施主了。\n許　仙：不知師父生的是什麼病？\n法　海：我受了一點驚嚇，因此病了。\n許　仙：真是湊巧，弟子也之前和老師父生一樣的病。\n法　海：施主你也受到驚嚇嗎？難道也是喝了“醒酒湯”？\n許　仙：這……正是如此。\n
於是，許仙從金山寺溜走。\n,於是，許仙從金山寺溜走。\n白素貞：啊！狠心的丈夫！ \n小 青：姊姊怎麼樣了？ \n白素貞：肚子痛，連走路都有困難，怎麼辦？ \n小 青：應該是快要生小孩了，先暫時到前面的那座橋旁邊，稍微休息一下，再來想想辦法吧。 \n白素貞：事情到了今日的地步，只好這樣了。 \n白素貞：妹妹，這不是斷橋嗎？ \n小 青：是啊！ \n白素貞：哎呀！斷橋啊！從前和許郎在雨中見面，也曾經經過這座橋，直到現在這座橋都沒有斷掉，可是我卻是柔腸寸斷了！     \n小 青：這種負心的人，小青很早就勸告姐姐要拋棄他，姐姐不接受。現在卻害姐姐在懷孕的時候，生活困難，沒有安身的地方，我如果再見到許仙，一定不會饒他！ \n白素貞：姐姐也是非常埋怨痛恨許郎沒有情意，但是仔細地想一想，這件事也是要怪法海挑撥離間，所以才會這樣。 \n小 青：雖然法海不好，也是許仙不應該忘記從前的情誼，相信他的挑撥。 \n白素貞：許郎懷疑害怕我，也是一般的情理，還是那個法海不好。 \n小 青：到了今天，你還是這樣偏袒他，你受的苦還不夠多嗎，姐姐？ \n許 仙：呀！老婆！ \n白素貞：老公！ \n小 青：許仙！你來得剛好！ \n白素貞：青兒！青兒！ \n小 青：往哪裡跑！ \n白素貞：青兒不可以！青兒不可以！ \n
許　氏：舅媽，今天是滿月，怎麼不打扮打扮呢？這是我昨晚做的幾件衣服，還有一把金鎖，一個圍巾，一雙襪子，就算是我當姑媽送的小禮物吧。 \n,許　氏：舅媽，今天是滿月，怎麼不打扮打扮呢？這是我昨晚做的幾件衣服，還有一把金鎖，一個圍巾，一雙襪子，就算是我當姑媽送的小禮物吧。 \n小　青：真是太好了，我們小姐也有幫他做了好幾件衣服，夠穿到周歲的時候啦。我們把小孩也打扮打扮吧。 \n許　氏：好，那我進屋裡。 \n許　仙：老婆起床了嗎？趕快梳洗打扮，親友們快要到了。 \n白素貞：我來了！ \n許　仙：等一下，我扶你。 　\n法　海：許仙！你和白素貞的孽緣已經結束了，用這個缽把她收服了，然後隨我一起去金山。 \n許　仙：啊！你、你、你又來了。 \n白素貞：臭和尚！ \n法　海：護法神在哪？ \n白素貞：青兒！青兒！ \n法　海：你那青兒已經被我打敗，逃走了。 \n白素貞：不好了！ \n小　青：姐姐！姐姐！ \n白素貞：妹妹快走，幫我們夫妻報仇！ \n法　海：護法神，殺！ \n小　青：臭和尚！姐姐！ \n白素貞：哎呀！老公啊！老公啊！ \n許　仙：老和尚呀！我的老婆沒有犯錯，你為什麼要下毒手呢？我老婆死了，先不提夫妻恩愛，拋下這個剛剛滿月的嬰兒，誰要撫養？我在這就跪下，希望師父寬恕。 \n白素貞：許郎！ \n
船　夫：今天湖裡風大，客人靠攏點兒吧。\n,船　夫：今天湖裡風大，客人靠攏點兒吧。\n小　青：是啊，雨實在很大，我們共用一把傘吧。\n許　仙：不要緊的。\n白素貞：這怎麼可以呢？\n（船夫邊唱歌邊划船。） \n許　仙：太好了，雨終於停了！ \n小　青：小姐，您看雨過天晴，西湖又是一番風景啊！\n白素貞：是啊！\n許　仙：西湖真的是跟西施一樣，怎麼裝扮都美啊！\n白素貞：小青，去問問君子家住在哪裡，我們改天專程去道謝。\n小　青：是。 我說君子，您住在哪兒？我們小姐想向您道謝！\n許　仙：哎呀！不敢當啊！我家住在清波門外，錢王寺畔小橋西。只是這點小事不必放在心上啊。\n白素貞：這怎麼行，小青，我們也邀請君子來家裡坐坐吧。\n小　青：君子，我們住在錢塘門外曹家祠堂附近，有紅樓的那一角，就是我們小姐的房間。您如果有空一定要來坐坐啊。\n許　仙：哦，原來小娘子住在曹祠附近。我改天一定登門拜訪。\n船　夫：客人，錢塘門到了。\n小　青：哎呀！怎麼又下雨了！\n白素貞：是啊，又下雨了，怎麼辦？\n小　青：真是的，這傘……。\n許　仙：不要緊，雨傘先拿去用吧，我改天再來取。\n
許　仙：明日一定去拜訪。小姐慢走。\n,許　仙：明日一定去拜訪。小姐慢走。\n白素貞：失陪了，君子。\n（白素貞優雅地行禮之後，和小青一同下船。）\n許　仙：真是一位美女！哎呀，忘了問她姓名了！小娘子等等！\n（小青轉身。）\n小　青：什麼事啊？莫非是要拿回傘？\n許　仙：不是，不是。請問你家小姐她姓什麼呀？ \n小　青：我家小姐她姓白。 \n許　仙：原來是白小姐。你們可知道我姓什麼？\n小　青：你姓許，對不對？\n許　仙：我正是姓許，你是怎麼知道的？ \n（小青微笑。） \n小　青：你那把雨傘上不是有大大的「許」字嗎？君子，明天請早點兒來， 免得我們小姐久候啊！\n許　仙：那當然。小娘子慢走！\n小　青：失陪了！\n許　仙：哈哈哈，那位小娘子她姓白呢。 \n船　夫：怎麼搞了半天，你竟然不認識她？我還當你們是一家人哩！\n（船夫撐船，許仙一驚。）\n船　夫：客人坐好了！\n（許仙遙望岸上，暗自發呆。）\n
白素貞正好送老太太出門。\n,白素貞正好送老太太出門。\n白素貞：老媽媽，慢慢走。\n老太太：多謝娘子。\n白素貞：看這街上的行人來來去去匆匆忙碌，但是我們家前面的病人，一直都還是那麼多呀。\n白素貞：哦，官人回來了？\n許　仙：回來了。娘子工作很辛苦吧？趕快休息一下吧。\n許仙把水果籃藏起來。\n白素貞：病人那麼多，要怎?能安心休息？\n許　仙：不要忘了，妳已經懷孕了。\n白素貞害羞地低下頭。 \n白素貞：我知道了。你拿的是什麼？\n許　仙：剛才在江邊看見有人在賣洞庭山的水果，很難得，所以帶了一些回來，給娘子吃吃看。\n白素貞：你對我如此疼愛，真是謝謝你！\n許　仙：妳說這是什麼話？我從小就孤苦伶仃，直到遇見了妳，才感受到幸福的滋味。現在來到鎮江，也是多虧有妳，藥店才會生意興隆，我真不知道要怎麼感謝妳才好！我賢慧的妻子對我真的太好了！\n許　仙：青兒過來！\n小　青：姑爺我來了。\n許　仙：趕快請竇先生去照顧病人，讓我家娘子好好休息吧\n小　青：是。\n小青去請竇先生。\n許　仙：娘子快來呀！我先陪妳到房間，把床和被子整理妥當，讓妳好好休息。\n
許　仙：青兒過來！\n,許　仙：青兒過來！\n小　青：姑爺我來了。\n許　仙：趕快請竇先生去照顧病人，讓我家娘子好好休息吧\n小　青：是。\n小青去請竇先生。\n許　仙：娘子快來呀！我先陪妳到房間，把床和被子整理妥當，讓妳好好休息。\n許仙笑著先走進房間。\n白素貞：這種感覺好幸福，許仙對我百般恩愛，我們一起快樂的生活，生病虛弱的時候互相照顧，寂寞無聊的時候陪伴彼此，原來人間的生活這麼的美好，我來江南這一趟真是值得了。\n許仙走過來，說：妳怎?不過來休息呀？\n白素貞：來了。\n法海拄著拐杖進來。\n法　海：憑著一艘小船渡過長江，就是為了來這間店裡抓妖。請問店裡有人嗎？\n許仙走出來迎接。\n許　仙：啊！師父請進。\n法　海：你就是許官人嗎？\n許　仙：正是。請問老師父是？\n法　海：我是法海。\n許　仙：原來是法海老禪師，您是來要我捐一些供品嗎？我之前已經捐過一束檀香了。\n法　海：感謝施主。不過我今天不是為了這個來的。\n許　仙：那您應該是來看病的？可是我太太累了，已經休息了。\n
法　海：憑著一艘小船渡過長江，就是為了來這間店裡抓妖。請問店裡有人嗎？\n,法　海：憑著一艘小船渡過長江，就是為了來這間店裡抓妖。請問店裡有人嗎？\n許仙走出來迎接。\n許　仙：啊！師父請進。\n法　海：你就是許官人嗎？\n許　仙：正是。請問老師父是？\n法　海：我是法海。\n許　仙：原來是法海老禪師，您是來要我捐一些供品嗎？我之前已經捐過一束檀香了。\n法　海：感謝施主。不過我今天不是為了這個來的。\n許　仙：那您應該是來看病的？可是我太太累了，已經休息了。\n法　海：千萬不要吵醒她，我今天是來看你的病啊。\n許　仙：我沒有病啊？\n法　海：看你整個臉黑成這樣，一定是被妖魔鬼怪纏上了，怎麼可能沒有病？\n許　仙：妖魔鬼怪在哪裡？\n法　海：就在你身邊。\n許　仙：沒有呀！\n法　海：許先生，請聽我說。我已經調查過了，你的妻子是千年蛇妖變成的！\n許　仙：喂！我的妻子是一個善良賢德的女人，怎會是蛇妖變成的！老師父說出這種話，真的太沒禮貌了吧！\n法　海：許先生！我喜歡你的善良，才特地離開金山，親自來這裡告訴你，想要幫助你，你如果不相信我，之後一定會被她害死的。\n許　仙：她如果要害我，?什麼又要對我那麼好呢？\n法　海：這是為了要誘惑你，讓你卸下心防，等到時機成熟，再把你吃到腹內啊。\n
